,researcher,capture_site,fisher,species,ccl_cm,ccw_cm,weight_kg,year_caught,week_caught
12490,7,25,1478,5,41.4,40.5,9.0,2013,49
12491,7,25,26,5,37.1,36.0,7.5,2013,49
12492,13,25,1478,5,38.2,35.5,8.5,2013,50
12493,13,25,1848,5,37.0,35.9,10.5,2013,50
12494,7,25,238,5,61.7,50.8,30.3,2013,50
12495,7,25,238,5,46.2,42.5,12.5,2013,50
12496,7,25,1478,5,43.5,39.6,9.5,2013,50
12497,13,25,855,5,40.8,37.1,9.5,2013,51
12498,13,25,695,5,67.5,64.8,38.5,2013,51
12499,13,25,695,5,37.5,34.5,8.5,2013,51
12500,13,25,2127,5,39.9,37.0,9.5,2013,52
12501,13,25,1478,5,37.7,34.7,7.5,2013,52
12502,13,25,1478,5,56.13,49.5,23.0,2014,2
12503,13,25,1478,5,58.6,52.46,25.5,2014,2
12504,7,25,119,5,43.03,40.0,9.5,2014,2
12505,7,25,921,5,38.0,35.1,7.5,2014,2
12506,13,25,52,6,39.8,35.9,7.747999999999999,2014,2
12507,13,25,1478,5,40.4,39.2,10.0,2014,2
12508,13,25,1478,5,36.2,33.6,7.0,2014,2
12509,20,25,603,5,37.7,35.6,7.5,2014,4
12510,20,25,395,5,37.7,35.7,7.5,2014,5
12511,20,25,2051,5,37.0,37.4,6.5,2014,6
12512,20,25,1478,5,51.3,45.9,17.5,2014,6
12513,20,25,1885,5,45.0,40.5,12.5,2014,6
12514,20,25,2051,5,43.4,40.9,10.5,2014,6
12515,20,25,1297,6,36.4,33.2,7.5,2014,8
12516,7,25,1478,5,57.9,52.2,24.5,2014,8
12517,20,25,395,5,45.6,42.7,14.0,2014,9
12518,20,25,2051,5,47.3,43.3,12.5,2014,10
12519,20,25,1651,5,47.3,44.5,15.5,2014,10
12520,7,25,1651,5,50.3,46.2,17.5,2014,10
12521,7,25,1651,5,43.7,41.9,12.0,2014,10
12522,7,25,1651,5,38.5,36.9,8.0,2014,10
12523,7,25,1651,5,50.6,47.0,18.5,2014,10
12524,7,25,1651,5,41.2,40.6,10.5,2014,10
12525,20,25,1478,5,56.8,52.5,26.5,2014,11
12526,20,25,1885,5,41.3,36.9,9.5,2014,11
12527,20,25,1885,5,48.9,44.4,16.5,2014,11
12528,20,25,1885,6,68.1,62.4,41.5,2014,11
12529,20,25,1885,5,60.3,57.0,20.5,2014,11
12530,20,25,1478,5,38.1,36.6,8.5,2014,12
12531,20,25,1651,5,44.3,43.0,14.0,2014,12
12532,20,25,1478,5,44.0,39.7,11.5,2014,13
12533,7,25,1108,5,41.4,35.5,10.5,2014,14
12534,20,25,395,5,38.8,36.0,9.5,2014,14
12535,7,25,802,5,44.6,41.5,13.0,2014,14
12536,20,25,1864,5,39.6,37.6,10.5,2014,14
12537,7,25,1885,5,37.6,35.7,8.5,2014,15
12538,7,25,1885,5,47.5,45.0,16.5,2014,15
12539,7,25,1885,5,40.0,39.3,10.0,2014,15
12540,20,25,395,5,85.9,80.6,89.2,2014,15
12541,20,25,1478,5,51.2,46.2,18.5,2014,15
12542,20,25,1108,5,47.4,45.4,14.5,2014,15
12543,20,25,1478,5,38.5,36.8,9.0,2014,15
12544,20,25,1478,5,39.2,36.8,9.0,2014,16
12545,20,25,286,5,44.5,40.1,10.04,2014,16
12546,13,25,1478,5,40.0,38.0,7.65,2014,17
12547,20,25,286,5,44.0,43.5,9.65,2014,18
12548,20,25,863,5,40.3,38.2,7.32,2014,19
12549,20,25,1478,5,36.3,33.1,5.17,2014,21
12550,20,25,1478,5,42.9,43.0,9.95,2014,21
12551,20,25,176,5,39.8,39.7,7.64,2014,22
12552,20,25,1848,5,36.3,33.2,5.17,2014,22
12553,20,25,1313,5,43.2,42.5,8.81,2014,22
12554,20,25,1108,6,26.9,24.9,1.79,2014,22
12555,20,25,1534,5,42.5,40.5,8.2,2014,22
12556,20,25,1478,6,31.7,30.0,3.31,2014,23
12557,7,25,885,5,44.0,43.9,9.37,2014,23
12558,30,25,215,6,32.0,30.6,3.7,2014,25
12559,30,25,724,5,51.0,47.5,14.75,2014,25
12560,13,25,2017,5,49.3,45.2,13.58,2014,25
12561,13,25,2017,5,37.5,33.2,6.0,2014,25
12562,20,25,603,5,53.0,48.1,16.4,2014,25
12563,20,25,2051,5,46.5,42.6,10.89,2014,26
12564,20,25,166,5,40.7,38.4,7.61,2014,26
12565,20,25,496,5,42.3,40.2,8.43,2014,27
12566,20,25,863,5,47.9,44.0,12.02,2014,27
12567,20,25,1707,5,49.8,47.6,14.35,2014,27
12568,20,25,1716,6,30.7,28.26,3.1,2014,28
12569,20,25,286,5,42.36,41.96,8.38,2014,28
12570,20,25,496,5,44.06,44.26,9.3,2014,28
12571,20,25,1478,5,44.03,40.27,9.03,2014,29
12572,20,25,1848,5,45.47,40.93,10.45,2014,29
12573,20,25,1108,5,42.33,38.4,7.59,2014,29
12574,20,25,1848,5,42.3,40.53,8.49,2014,30
12575,20,25,1848,6,33.13,30.53,3.74,2014,30
12576,20,25,298,6,35.4,32.83,4.5,2014,30
12577,20,25,1896,5,40.73,40.07,8.17,2014,30
12578,20,25,1431,5,38.7,35.0,6.35,2014,31
12579,20,25,1108,5,40.43,38.97,8.15,2014,32
12580,13,25,1108,5,47.03,46.27,12.94,2014,32
12581,20,25,1478,5,39.0,37.8,6.14,2014,34
12582,20,25,863,5,44.8,44.1,9.66,2014,34
12583,20,25,694,5,39.2,38.6,6.94,2014,34
12584,20,25,2051,5,54.3,48.6,19.46,2014,35
12585,20,25,880,5,52.8,47.6,16.8,2014,35
12586,20,25,551,5,51.6,48.77,16.41,2014,35
12587,30,25,863,5,40.3,39.2,8.39,2014,35
12588,20,25,2051,5,41.1,38.8,6.51,2014,36
12589,20,25,2051,6,32.8,31.3,3.8,2014,36
12590,20,25,1108,5,63.9,60.5,31.16,2014,36
12591,20,25,1415,6,36.1,32.1,5.21,2014,36
12592,20,25,395,5,40.5,39.0,7.01,2014,37
12593,20,25,215,5,42.2,39.0,8.12,2014,37
12594,20,25,215,5,39.4,36.2,7.06,2014,37
12595,20,25,1848,5,42.4,39.1,9.79,2014,37
12596,20,25,395,5,42.1,41.8,8.07,2014,37
12597,30,25,988,5,42.4,38.1,8.08,2014,37
12598,20,25,1716,5,42.6,39.2,9.81,2014,37
12599,20,25,395,5,41.4,38.9,7.41,2014,38
12600,20,25,395,5,42.5,39.1,9.81,2014,38
12601,20,25,1848,5,40.0,36.4,7.08,2014,38
12602,30,25,1478,5,30.1,27.9,3.0,2014,38
12603,30,25,551,5,40.1,40.3,8.17,2014,38
12604,20,25,603,5,57.4,53.4,23.1,2014,39
12605,20,25,603,5,50.1,45.9,40.37,2014,39
12606,20,25,2051,5,69.0,61.0,35.0,2014,40
12607,20,25,2017,5,42.6,39.6,9.25,2014,40
12608,20,25,2051,5,44.7,42.8,10.72,2014,40
12609,30,25,2021,5,47.1,42.2,11.78,2014,40
12610,30,25,1904,5,38.9,37.9,7.29,2014,40
12611,20,25,694,5,46.2,42.5,10.76,2014,40
12612,20,25,2017,5,37.7,37.5,6.19,2014,41
12613,20,25,1312,5,40.0,38.2,7.07,2014,41
12614,20,25,395,5,47.8,43.6,12.23,2014,41
12615,20,25,2017,5,40.0,40.5,7.27,2014,41
12616,20,25,2017,5,39.4,37.5,6.05,2014,41
12617,30,25,1555,5,43.1,40.7,9.39,2014,42
12618,20,25,215,5,53.3,50.0,17.59,2014,42
12619,20,25,2021,5,37.9,37.7,5.87,2014,43
12620,20,25,1716,5,45.0,43.5,11.75,2014,43
12621,20,25,298,5,39.4,36.8,7.05,2014,44
12622,20,25,2017,5,51.1,46.9,15.14,2014,44
12623,20,25,2017,5,37.1,35.2,5.5,2014,44
12624,30,25,251,5,51.7,48.1,15.82,2014,44
12625,30,25,1687,5,36.0,34.0,5.22,2014,44
12626,20,25,18,6,24.8,23.5,2.48,2014,45
12627,20,25,1716,5,38.0,36.1,7.1,2014,45
12628,20,25,1372,5,38.3,37.3,6.92,2014,45
12629,20,25,395,5,42.8,39.8,10.53,2014,45
12630,20,25,1534,3,38.5,35.8,6.6,2014,46
12631,20,25,7,5,39.4,37.2,7.8,2014,46
12632,30,25,495,5,41.9,38.2,8.0,2014,46
12633,20,25,1716,5,46.3,44.0,10.6,2014,47
12634,20,25,1710,5,41.0,39.7,7.8,2014,47
12635,20,25,1108,5,41.8,37.5,7.8,2014,47
12636,30,25,1108,5,41.9,40.0,8.8,2014,47
12637,30,25,834,5,42.3,41.0,9.0,2014,47
12638,20,25,254,5,38.3,38.0,5.6,2014,50
12639,20,25,2017,5,38.6,37.4,5.8,2014,50
12640,20,25,251,5,37.9,33.9,5.5,2014,50
12641,30,25,1783,5,41.6,39.3,7.7,2014,50
12642,20,25,423,5,42.3,42.23,8.6,2014,51
12643,30,25,481,5,36.1,34.9,6.1,2014,51
12644,30,25,251,5,39.0,38.9,6.0,2014,52
12645,30,25,2017,5,36.0,35.0,5.3,2014,1
12646,30,25,2017,5,42.2,39.5,9.7,2014,1
12647,30,25,215,5,38.8,37.5,7.2,2014,1
12648,30,25,286,5,42.0,39.8,8.0,2014,1
12649,30,25,985,6,38.2,35.1,5.3,2014,1
12650,7,25,1478,5,44.6,40.8,10.8,2015,2
12651,30,25,47,5,36.6,35.9,5.8,2015,3
12652,30,25,1630,5,38.8,38.5,7.5,2015,3
12653,20,25,163,5,43.5,40.5,8.4,2015,5
12654,30,25,1478,5,37.5,35.0,5.4,2015,5
12655,20,25,1729,5,43.9,40.0,9.8,2015,7
12656,20,25,1729,5,40.6,37.3,8.2,2015,7
12657,20,25,2017,5,36.1,35.0,5.8,2015,7
12658,30,25,1478,5,43.3,39.3,9.0,2015,7
12659,20,25,1478,5,38.5,35.3,5.2,2015,8
12660,20,25,219,5,52.0,47.1,16.4,2015,8
12661,20,25,219,5,35.1,34.8,4.8,2015,8
12662,20,25,829,5,39.53,37.87,6.8,2015,9
12663,20,25,2017,5,58.3,54.2,20.69,2015,10
12664,20,25,2017,5,36.8,36.2,5.04,2015,10
12665,20,25,1027,6,36.4,33.9,5.36,2015,10
12666,30,25,861,5,37.9,36.1,6.44,2015,14
12667,30,25,994,5,41.3,38.3,7.2,2015,14
12668,30,25,1478,5,40.9,31.8,7.6,2015,14
12669,7,25,558,5,36.2,34.9,5.13,2015,15
12670,13,25,1108,5,37.4,36.0,6.18,2015,15
12671,20,25,1419,6,31.1,31.5,4.36,2015,16
12672,20,25,1101,5,46.5,44.5,11.89,2015,16
12673,20,25,2017,5,38.6,37.5,7.41,2015,17
12674,7,25,802,5,40.2,37.1,7.87,2015,17
12675,30,25,2017,5,35.0,35.0,5.21,2015,17
12676,20,25,2017,7,5.5,5.0,0.1,2015,19
12677,20,25,387,5,35.8,35.2,5.23,2015,19
12678,20,25,286,6,28.3,25.2,2.46,2015,19
12679,30,25,228,5,39.1,38.2,7.42,2015,20
12680,30,25,286,6,32.0,29.5,4.02,2015,21
12681,30,25,863,5,38.6,37.4,6.63,2015,22
12682,20,25,1864,5,54.4,48.2,17.93,2015,24
12683,20,25,82,6,22.9,21.4,1.93,2015,24
12684,20,25,1418,5,37.1,36.0,7.09,2015,25
12685,20,25,885,6,27.3,24.8,2.9,2015,25
12686,20,25,206,5,39.1,35.9,7.01,2015,25
12687,20,25,1478,5,39.5,38.5,8.84,2015,27
12688,20,25,863,5,41.4,40.1,9.6,2015,28
12689,20,25,1478,5,4.5,4.3,0.1,2015,29
12690,20,25,1478,5,4.5,4.3,0.1,2015,29
12691,20,25,1534,5,4.5,4.3,0.1,2015,29
12692,20,25,603,5,45.23,41.36,10.88,2015,30
12693,20,25,988,5,37.1,35.0,7.75,2015,30
12694,20,25,1478,5,41.16,39.7,9.7,2015,31
12695,20,25,1478,5,39.9,38.9,8.82,2015,31
12696,20,25,863,5,41.0,40.8,9.32,2015,31
12697,20,25,1478,5,4.5,4.3,0.1,2015,32
12698,20,25,1319,5,31.5,30.6,4.27,2015,32
12699,20,25,603,5,46.7,42.0,12.67,2015,32
12700,20,25,863,5,41.7,40.0,10.09,2015,33
12701,20,25,863,5,40.1,39.8,9.5,2015,33
12702,20,25,580,6,31.5,29.9,4.64,2015,33
12703,30,25,1478,5,38.9,37.3,7.76,2015,33
12704,30,25,1442,5,40.3,39.5,7.94,2015,33
12705,20,25,1478,5,42.7,40.6,10.92,2015,35
12706,20,25,1478,5,39.2,36.7,8.28,2015,35
12707,20,25,2017,5,36.8,35.6,7.36,2015,35
12708,20,25,374,6,31.3,30.1,4.28,2015,36
12709,20,25,374,6,24.8,23.3,2.0,2015,36
12710,20,25,934,6,24.5,23.2,1.99,2015,38
12711,20,25,1478,5,45.2,43.9,9.51,2015,38
12712,30,25,1478,6,32.4,30.0,4.27,2015,38
12713,20,25,1478,5,73.5,67.2,47.4,2015,39
12714,20,25,1478,5,43.5,41.0,10.69,2015,39
12715,20,25,1478,5,39.7,37.0,9.12,2015,39
12716,20,25,1478,5,42.4,41.0,10.83,2015,39
12717,20,25,1108,5,41.4,40.2,10.23,2015,39
12718,20,25,1649,6,35.8,35.3,6.16,2015,40
12719,20,25,988,5,39.0,38.2,8.14,2015,41
12720,20,25,1879,5,41.5,38.5,8.8,2015,41
12721,20,25,865,5,42.0,39.5,9.7,2015,42
12722,30,25,988,5,43.5,42.5,10.4,2015,43
12723,30,25,1108,5,38.4,38.2,8.1,2015,43
12724,20,25,1109,5,40.0,40.0,7.76,2015,44
12725,20,25,1108,5,45.0,41.6,11.27,2015,44
12726,20,25,603,6,37.6,36.9,6.91,2015,45
12727,20,25,863,6,32.6,30.4,5.09,2015,46
12728,20,25,863,5,35.6,32.8,6.88,2015,46
12729,20,25,1108,5,40.0,38.5,9.26,2015,46
12730,20,25,1294,5,42.8,41.6,10.74,2015,47
12731,20,25,298,5,40.0,41.2,11.43,2015,47
12732,20,25,1478,5,42.2,40.7,10.13,2015,47
12733,20,25,298,5,68.0,63.7,40.4,2015,47
12734,20,25,1108,5,43.6,41.5,9.96,2015,48
12735,20,25,291,5,36.4,35.0,5.9,2015,48
12736,20,25,1482,5,37.9,37.8,6.86,2015,48
12737,30,25,1650,5,32.1,31.1,4.03,2015,48
12738,20,25,2017,5,41.0,39.1,10.13,2015,49
12739,20,25,291,5,35.0,33.6,6.1,2015,50
12740,20,25,969,5,39.5,37.0,8.61,2015,50
12741,20,25,969,5,45.8,39.5,12.04,2015,50
12742,20,25,1536,6,28.0,25.5,2.75,2015,50
12743,20,25,1478,5,44.0,40.6,11.43,2015,50
12744,30,25,291,5,35.0,33.6,5.92,2015,50
12745,30,25,291,5,35.7,34.2,6.26,2015,51
12746,30,25,641,5,41.8,40.6,10.7,2015,51
12747,30,25,641,5,48.3,45.3,15.16,2015,51
12748,30,25,641,5,39.5,37.2,8.18,2015,51
12749,30,25,641,5,41.5,40.0,9.62,2015,51
12750,30,25,1478,5,39.2,36.5,8.41,2015,51
12751,30,25,1108,5,54.1,48.2,18.01,2015,52
12752,30,25,1975,5,39.1,37.5,8.5,2015,52
12753,30,25,1108,5,36.0,35.9,5.95,2016,1
12754,30,25,1478,5,38.1,36.4,7.05,2016,1
12755,20,25,969,5,44.8,41.2,10.44,2016,2
12756,20,25,1478,5,41.5,38.5,10.02,2016,2
12757,20,25,969,5,33.6,31.4,4.64,2016,3
12758,20,25,969,5,40.9,39.9,7.97,2016,3
12759,22,25,969,5,39.1,37.5,7.03,2016,3
12760,20,25,603,5,33.5,32.5,4.72,2016,5
12761,30,25,1058,5,45.0,42.5,10.72,2016,7
12762,30,25,1108,5,53.3,49.4,16.85,2016,7
12763,20,25,176,5,40.3,40.2,17.09,2016,10
12764,20,25,1573,5,38.6,37.2,6.47,2016,10
12765,20,25,969,5,51.6,47.5,15.01,2016,10
12766,20,25,1478,5,34.5,32.4,5.07,2016,10
12767,20,25,1478,5,28.6,26.5,2.67,2016,11
12768,20,25,1848,5,34.7,33.0,5.56,2016,12
12769,13,25,988,5,44.9,42.8,9.4,2016,12
12770,20,25,291,5,41.2,40.7,8.31,2016,13
12771,20,25,291,5,40.6,40.1,8.57,2016,13
12772,20,25,1651,5,36.5,37.5,6.27,2016,15
12773,20,25,657,5,40.3,38.9,7.9,2016,16
12774,20,25,1478,5,41.5,40.6,7.71,2016,18
12775,20,25,1431,5,54.5,47.6,16.12,2016,20
12776,20,25,1478,5,42.9,42.0,8.51,2016,20
12777,20,25,1478,5,38.1,37.4,7.08,2016,22
12778,20,25,1108,5,41.3,40.3,8.46,2016,23
12779,30,25,1792,5,33.4,29.6,4.25,2016,26
12780,20,25,1108,5,45.5,43.3,10.9,2016,27
12781,20,25,1478,5,42.1,39.5,9.23,2016,28
12782,20,25,1478,5,42.6,39.2,9.03,2016,28
12783,30,25,1115,6,35.0,32.3,5.4,2016,28
12784,20,25,603,5,41.6,48.5,9.63,2016,29
12785,20,25,1651,5,59.5,54.5,24.45,2016,29
12786,20,25,839,5,41.5,38.8,7.64,2016,29
12787,20,25,1891,5,38.8,37.9,6.82,2016,30
12788,20,25,952,5,42.4,39.3,9.69,2016,30
12789,20,25,1792,6,45.1,43.5,11.05,2016,30
12790,20,25,1651,5,42.5,39.7,9.22,2016,30
12791,30,25,1223,6,31.5,30.5,3.9,2016,30
12792,30,25,1108,5,36.7,32.2,6.04,2016,31
12793,30,25,1478,5,54.1,48.1,17.37,2016,31
12794,20,25,1478,5,40.0,39.0,7.36,2016,32
12795,20,25,1478,5,39.9,37.4,7.55,2016,32
12796,20,25,1478,5,43.0,42.3,9.31,2016,32
12797,30,25,1478,6,36.4,32.1,5.0,2016,32
12798,20,25,395,6,32.4,29.0,3.6,2016,33
12799,20,25,254,5,43.0,40.9,9.08,2016,33
12800,20,25,603,5,49.5,46.5,14.27,2016,33
12801,20,25,603,5,39.5,38.5,7.34,2016,33
12802,20,25,603,5,50.4,44.9,15.83,2016,33
12803,20,25,1427,5,41.7,40.9,8.83,2016,33
12804,30,25,1651,5,60.0,53.5,24.32,2016,33
12805,20,25,1651,5,37.3,32.6,6.82,2016,34
12806,20,25,1534,5,39.0,37.0,8.06,2016,34
12807,20,25,1478,5,41.3,40.3,8.63,2016,34
12808,20,25,1431,5,40.0,37.0,7.72,2016,35
12809,30,25,1651,5,49.8,46.1,15.0,2016,35
12810,30,25,1651,5,43.7,40.2,10.13,2016,35
12811,20,25,1478,5,42.8,40.8,9.93,2016,36
12812,20,25,1651,5,47.4,53.0,21.48,2016,36
12813,20,25,1651,5,44.8,43.9,11.41,2016,36
12814,20,25,1427,5,37.7,37.1,6.25,2016,37
12815,20,25,25,5,44.0,42.2,9.92,2016,37
12816,20,25,1651,5,43.7,42.6,8.9,2016,38
12817,20,25,1478,5,37.5,35.3,6.31,2016,38
12818,20,25,1478,5,43.1,42.2,10.24,2016,39
12819,20,25,1427,5,43.4,40.6,10.2,2016,39
12820,20,25,1651,5,49.0,42.5,12.46,2016,39
12821,20,25,1651,5,40.5,39.5,7.7,2016,39
12822,20,25,1108,5,35.5,34.5,5.78,2016,39
12823,20,25,1108,5,37.5,36.5,6.63,2016,39
12824,20,25,1427,5,42.5,38.5,9.42,2016,39
12825,20,25,1651,5,38.0,35.7,6.35,2016,39
12826,20,25,1651,5,47.1,44.7,12.9,2016,39
12827,20,25,1478,5,40.0,35.0,7.0,2016,39
12828,20,25,1478,5,45.0,41.5,10.22,2016,39
12829,20,25,1885,5,49.0,46.5,14.14,2016,39
12830,20,25,1427,5,43.3,43.6,10.07,2016,40
12831,20,25,1108,5,43.5,42.6,8.95,2016,40
12832,20,25,1478,5,38.8,39.0,6.88,2016,40
12833,20,25,1478,5,53.2,47.42,17.85,2016,40
12834,20,25,1651,5,46.23,42.9,11.68,2016,40
12835,20,25,1478,5,40.5,39.16,8.74,2016,40
12836,20,25,1478,5,40.5,37.2,7.3,2016,40
12837,20,25,1478,6,47.6,45.5,11.37,2016,40
12838,20,25,695,5,50.0,46.2,15.07,2016,41
12839,20,25,1478,5,43.5,42.5,9.52,2016,41
12840,20,25,1173,5,43.8,42.6,9.7,2016,41
12841,20,25,1478,5,43.8,42.0,8.74,2016,41
12842,20,25,1478,5,54.9,48.8,17.89,2016,41
12843,20,25,1534,5,37.7,39.2,7.52,2016,41
12844,20,25,1219,5,63.0,57.0,30.0,2016,41
12845,20,25,1478,5,40.5,40.0,7.67,2016,41
12846,20,25,1108,5,42.9,41.9,9.19,2016,42
12847,20,25,1651,5,43.6,40.7,11.04,2016,42
12848,20,25,1651,5,52.5,47.1,17.75,2016,42
12849,30,25,1108,5,35.6,34.0,5.12,2016,42
12850,30,25,1651,5,39.7,39.1,7.08,2016,42
12851,20,25,1478,5,43.3,38.8,9.94,2016,43
12852,20,25,1478,5,48.1,45.2,13.7,2016,43
12853,20,25,1478,5,37.0,35.2,6.45,2016,43
12854,20,25,1478,5,38.8,39.3,6.74,2016,43
12855,20,25,1651,5,49.3,45.2,14.02,2016,43
12856,20,25,1651,5,43.1,38.0,9.75,2016,43
12857,20,25,1651,5,41.2,39.2,7.54,2016,43
12858,20,25,988,5,33.0,32.4,5.02,2016,44
12859,20,25,1478,5,39.5,36.5,7.91,2016,44
12860,20,25,1478,5,41.0,37.5,8.63,2016,44
12861,20,25,1478,5,38.1,34.0,6.8,2016,44
12862,20,25,1478,5,41.8,40.6,8.77,2016,44
12863,20,25,1478,5,45.2,42.4,11.08,2016,44
12864,20,25,1478,5,43.4,40.8,9.27,2016,44
12865,20,25,1478,5,43.5,39.9,10.25,2016,44
12866,20,25,1478,5,41.0,40.3,9.62,2016,44
12867,20,25,1478,5,54.8,48.7,18.67,2016,44
12868,20,25,1478,5,51.8,48.0,17.48,2016,44
12869,20,25,1478,5,42.9,42.1,7.39,2016,44
12870,20,25,1478,5,50.35,44.1,15.39,2016,44
12871,20,25,603,5,43.0,44.0,11.8,2016,44
12872,20,25,1478,5,40.1,40.0,8.42,2016,45
12873,20,25,1478,5,40.9,40.2,8.2,2016,45
12874,20,25,1478,5,45.9,42.8,12.54,2016,45
12875,20,25,1478,5,45.7,44.4,12.53,2016,45
12876,20,25,1478,5,40.5,39.5,9.43,2016,45
12877,20,25,603,5,36.0,37.5,6.56,2016,45
12878,20,25,1478,6,33.1,30.2,4.86,2016,45
12879,30,25,1885,5,39.1,36.2,6.38,2016,45
12880,20,25,1478,5,39.7,40.3,8.27,2016,46
12881,20,25,865,5,39.0,39.3,8.09,2016,46
12882,20,25,988,5,41.6,39.9,7.85,2016,46
12883,30,25,1478,5,48.4,46.5,13.24,2016,46
12884,20,25,1478,5,38.5,35.9,7.57,2016,47
12885,20,25,1478,5,40.0,40.9,7.37,2016,47
12886,30,25,1478,5,45.5,42.4,90.1,2016,47
12887,30,25,1478,5,41.6,38.8,7.55,2016,47
12888,30,25,1478,5,39.5,35.1,7.98,2016,47
12889,20,25,1478,5,42.4,39.6,4.36,2016,48
12890,20,25,1478,5,40.2,38.4,7.54,2016,48
12891,20,25,1848,5,34.1,33.3,5.41,2016,48
12892,20,25,1848,5,42.7,41.2,9.73,2016,48
12893,20,25,1848,5,50.3,47.1,16.92,2016,48
12894,20,25,1848,5,49.8,45.8,14.73,2016,48
12895,20,25,1478,5,36.0,33.0,4.94,2016,48
12896,20,25,1478,5,36.4,36.2,5.59,2016,48
12897,30,25,1716,5,39.6,37.2,6.79,2016,48
12898,30,25,1534,5,33.1,32.9,3.77,2016,48
12899,30,25,1534,5,47.5,45.6,12.2,2016,48
12900,20,25,374,5,44.2,38.9,9.33,2016,49
12901,20,25,1478,5,42.9,41.0,9.52,2016,49
12902,20,25,1478,5,54.4,52.4,18.82,2016,49
12903,20,25,490,5,51.5,46.6,17.92,2016,49
12904,30,25,988,5,39.0,37.2,6.4,2016,49
12905,30,25,218,5,39.0,37.1,6.4,2016,50
12906,30,25,507,5,37.4,34.7,5.38,2016,50
12907,30,25,2098,5,44.5,42.1,9.78,2016,51
12908,30,25,1716,5,42.6,40.5,8.22,2016,51
12909,30,25,1108,5,37.7,38.0,6.7,2016,52
12910,30,25,603,5,40.6,38.4,7.84,2017,1
12911,20,25,1478,5,37.6,37.5,6.77,2017,5
12912,20,25,1551,6,39.3,35.0,6.87,2017,5
12913,30,25,1478,5,34.0,33.7,4.83,2017,5
12914,30,25,1478,5,38.9,37.6,6.64,2017,5
12915,30,25,1534,5,36.2,35.8,6.72,2017,6
12916,30,25,481,5,37.8,36.0,6.54,2017,6
12917,30,25,2020,5,35.6,36.7,5.72,2017,6
12918,30,25,2020,5,39.6,36.6,7.29,2017,6
12919,30,25,1651,5,36.5,35.5,6.28,2017,6
12920,30,25,1478,5,32.1,30.9,4.86,2017,6
12921,30,25,1108,5,41.3,39.5,7.68,2017,6
12922,20,25,1651,5,36.9,33.4,5.79,2017,9
12923,20,25,1651,5,38.2,36.2,7.24,2017,9
12924,20,25,1478,5,43.7,39.75,8.72,2017,9
12925,20,25,298,5,36.3,34.5,5.96,2017,9
12926,20,25,1885,5,46.0,40.2,11.2,2017,10
12927,20,25,1478,5,39.3,38.7,7.15,2017,10
12928,20,25,1651,5,41.1,37.3,8.25,2017,11
12929,20,25,1651,5,38.9,37.1,7.58,2017,11
12930,30,25,1651,5,36.3,36.6,6.11,2017,11
12931,30,25,541,5,42.8,38.9,9.18,2017,11
12932,20,25,1651,5,40.0,39.3,8.51,2017,11
12933,20,25,728,5,40.5,37.0,7.9,2017,12
12934,20,25,1651,5,39.0,36.0,6.45,2017,13
12935,20,25,1478,5,46.4,40.0,12.05,2017,13
12936,20,25,1478,5,31.6,29.6,3.66,2017,14
12937,20,25,1108,5,50.6,47.1,15.37,2017,14
12938,20,25,1478,5,40.6,38.9,7.26,2017,14
12939,20,25,1478,5,36.5,36.2,5.98,2017,14
12940,30,25,545,5,41.5,39.5,8.75,2017,14
12941,30,25,955,5,39.0,38.0,6.9,2017,15
12942,20,25,1478,6,6.0,5.6,0.03,2017,16
12943,20,25,1478,5,44.5,44.3,10.75,2017,17
12944,20,25,1848,5,38.3,37.6,7.96,2017,17
12945,20,25,1848,5,39.9,38.7,8.04,2017,17
12946,20,25,1058,5,45.2,43.5,11.85,2017,19
12947,30,25,1838,5,38.5,37.8,8.38,2017,22
12948,30,25,298,5,38.5,37.8,8.38,2017,22
12949,30,25,298,5,38.0,35.1,7.01,2017,22
12950,20,25,1108,5,69.05,64.85,45.8,2017,23
12951,20,25,1534,6,34.2,30.5,5.13,2017,24
12952,20,25,1534,5,41.4,38.3,9.38,2017,24
12953,20,25,1534,6,52.1,50.4,18.73,2017,24
12954,20,25,1534,5,48.3,45.6,15.25,2017,24
12955,30,25,39,5,63.0,59.3,30.27,2017,24
12956,20,25,1108,5,43.5,40.0,10.1,2017,25
12957,20,25,1534,5,39.35,37.85,6.74,2017,26
12958,20,25,1534,5,40.26,40.43,8.37,2017,26
12959,30,25,1534,5,43.0,41.5,10.05,2017,26
12960,30,25,1879,5,39.1,37.6,6.7,2017,26
12961,20,25,603,5,42.5,40.4,8.2,2017,28
12962,20,25,603,5,39.53,37.86,7.57,2017,29
12963,22,25,298,5,46.26,42.83,10.95,2017,29
12964,20,25,1534,5,32.7,30.8,4.28,2017,29
12965,30,25,298,5,40.5,38.8,7.32,2017,29
12966,30,25,1478,5,42.86,37.7,8.91,2017,30
12967,20,25,603,5,40.26,39.0,7.46,2017,30
12968,30,25,39,5,54.0,49.0,19.75,2017,30
12969,20,25,1478,5,43.2,41.6,10.59,2017,32
12970,20,25,1478,5,43.2,42.1,9.31,2017,32
12971,20,25,603,5,34.5,34.0,5.9,2017,32
12972,20,25,1478,5,42.1,41.2,10.38,2017,32
12973,20,25,1478,5,38.4,35.3,7.24,2017,32
12974,20,25,2068,6,29.0,25.8,2.02,2017,32
12975,20,25,1478,5,47.0,44.9,13.18,2017,32
